    Word    Instances   % Frequency
2057.   bitter  53  0.0052
2058.   negative    53  0.0052
2059.   vehicles    53  0.0052
2060.   spend   53  0.0052
2061.   January 53  0.0052
2062.   remarks 53  0.0052
2063.   assigned    53  0.0052
2064.   Administrative  53  0.0052
2065.   driving 53  0.0052
2066.   grass   53  0.0052
2067.   loose   53  0.0052
2068.   wonderful   53  0.0052
2069.   August  53  0.0052
2070.   troops  53  0.0052
2071.   band    53  0.0052
2072.   chest   53  0.0052
2073.   finding 53  0.0052
2074.   slight  53  0.0052
2075.   Japanese    53  0.0052
2076.   windows 53  0.0052
2077.   version 53  0.0052
2078.   breakfast   53  0.0052
2079.   What's  53  0.0052
2080.   sin 53  0.0052
2081.   examples    53  0.0052
2082.   experiences 53  0.0052
2083.   depth   53  0.0052
2084.   disease 53  0.0052
2085.   wet 53  0.0052
2086.   breath  53  0.0052
2087.   Motors  53  0.0052
2088.   practically 53  0.0052
2089.   content 53  0.0052
2090.   establishment   52  0.0051
2091.   introduced  52  0.0051
2092.   conflict    52  0.0051
2093.   element 52  0.0051
2094.   detailed    52  0.0051
2095.   eventually  52  0.0051
2096.   theater 52  0.0051
2097.   correct 52  0.0051
2098.   widely  52  0.0051
2099.   hero    52  0.0051
2100.   trust   52  0.0051
2101.   raise   52  0.0051
2102.   developing  52  0.0051
2103.   Los 52  0.0051
2104.   centers 52  0.0051
2105.   Gold    52  0.0051
2106.   dozen   52  0.0051
2107.   telling 52  0.0051
2108.   Alfred  52  0.0051
2109.   bedroom 52  0.0051
2110.   advanced    52  0.0051
2111.   Detective   52  0.0051
2112.   Indian  52  0.0051
2113.   silence 52  0.0051
2114.   contrary    52  0.0051
2115.   characteristics 52  0.0051
2116.   flesh   52  0.0051
2117.   investigation   51  0.0050
2118.   achieve 51  0.0050
2119.   approval    51  0.0050
2120.   estate  51  0.0050
2121.   elections   51  0.0050
2122.   Supreme 51  0.0050
2123.   listen  51  0.0050
2124.   conventional    51  0.0050
2125.   gradually   51  0.0050
2126.   David   51  0.0050
2127.   views   51  0.0050
2128.   foods   51  0.0050
2129.   pull    51  0.0050
2130.   October 51  0.0050
2131.   Arthur  51  0.0050
2132.   stream  51  0.0050
2133.   Warren  51  0.0050
2134.   advice  51  0.0050
2135.   surprise    51  0.0050
2136.   stages  51  0.0050
2137.   player  51  0.0050
2138.   guy 51  0.0050
2139.   agree   51  0.0050
2140.   uniform 51  0.0050
2141.   abroad  51  0.0050
2142.   devoted 51  0.0050
2143.   papers  51  0.0050
2144.   rear    51  0.0050
2145.   cousin  51  0.0050
2146.   situations  51  0.0050
2147.   boats   51  0.0050
2148.   ages    51  0.0050
2149.   begun   51  0.0050
2150.   colors  51  0.0050
2151.   easier  51  0.0050
2152.   shoulders   51  0.0050
2153.   sick    51  0.0050
2154.   nodded  51  0.0050
2155.   opportunities   51  0.0050
2156.   necessarily 51  0.0050
2157.   angle   51  0.0050
2158.   throat  51  0.0050
2159.   waves   51  0.0050
2160.   laughed 51  0.0050
2161.   efficiency  50  0.0049
2162.   automobile  50  0.0049
2163.   mention 50  0.0049
2164.   courts  50  0.0049
2165.   issued  50  0.0049
2166.   expense 50  0.0049
2167.   extremely   50  0.0049
2168.   fill    50  0.0049
2169.   Institute   50  0.0049
2170.   television  50  0.0049
2171.   choose  50  0.0049
2172.   Assembly    50  0.0049
2173.   chain   50  0.0049
2174.   Latin   50  0.0049
2175.   Eisenhower  50  0.0049
2176.   knowing 50  0.0049
2177.   manufacturers   50  0.0049
2178.   proud   50  0.0049
2179.   wooden  50  0.0049
2180.   worse   50  0.0049
2181.   advertising 50  0.0049
2182.   extra   50  0.0049
2183.   Philadelphia    50  0.0049
2184.   Angeles 50  0.0049
2185.   pair    50  0.0049
2186.   brilliant   50  0.0049
2187.   conversation    50  0.0049
2188.   taught  50  0.0049
2189.   welcome 50  0.0049
2190.   Hills   50  0.0049
2191.   conviction  50  0.0049
2192.   female  50  0.0049
2193.   strike  50  0.0049
2194.   burning 50  0.0049
2195.   engine  50  0.0049
2196.   Moments 50  0.0049
2197.   Fundamental 50  0.0049
2198.   tiny    50  0.0049
2199.   desired 50  0.0049
2200.   convinced   50  0.0049
2201.   noticed 50  0.0049
2202.   Till    50  0.0049
2203.   towns   50  0.0049
2204.   childhood   50  0.0049
2205.   Protestant  50  0.0049
2206.   employed    49  0.0048
2207.   speaker 49  0.0048
2208.   Constitution    49  0.0048
2209.   passage 49  0.0048
2210.   millions    49  0.0048
2211.   Roberts 49  0.0048
2212.   request 49  0.0048
2213.   firmly  49  0.0048
2214.   count   49  0.0048
2215.   tendency    49  0.0048
2216.   acceptance  49  0.0048
2217.   driver  49  0.0048
2218.   depends 49  0.0048
2219.   ride    49  0.0048
2220.   impressive  49  0.0048
2221.   Sports  49  0.0048
2222.   milk    49  0.0048
2223.   Holy    49  0.0048
2224.   tragedy 49  0.0048
2225.   incident    49  0.0048
2226.   operator    49  0.0048
2227.   payments    49  0.0048
2228.   creative    49  0.0048
2229.   silent  49  0.0048
2230.   measures    49  0.0048
2231.   consideration   49  0.0048
2232.   leaves  49  0.0048
2233.   partly  49  0.0048
2234.   Grand   48  0.0047
2235.   suit    48  0.0047
2236.   destroy 48  0.0047
2237.   hoped   48  0.0047
2238.   hopes   48  0.0047
2239.   Royal   48  0.0047
2240.   limit   48  0.0047
2241.   operate 48  0.0047
2242.   Twelve  48  0.0047
2243.   Guard   48  0.0047
2244.   integration 48  0.0047
2245.   tired   48  0.0047
2246.   screen  48  0.0047
2247.   Mantle  48  0.0047
2248.   Charlie 48  0.0047
2249.   shooting    48  0.0047
2250.   quietly 48  0.0047
2251.   She's   48  0.0047
2252.   cry 48  0.0047
2253.   via 48  0.0047
2254.   pink    48  0.0047
2255.   missile 48  0.0047
2256.   functions   48  0.0047
2257.   formal  48  0.0047
2258.   occasionally    48  0.0047
2259.   comparison  48  0.0047
2260.   resistance  48  0.0047
2261.   personality 48  0.0047
2262.   concrete    48  0.0047
2263.   precisely   48  0.0047
2264.   plain   48  0.0047
2265.   swung   48  0.0047
2266.   sorry   48  0.0047
2267.   maintained  48  0.0047
2268.   drinking    48  0.0047
2269.   intelligence    48  0.0047
2270.   anger   48  0.0047
2271.   poem    48  0.0047
2272.   attitudes   48  0.0047
2273.   liquid  48  0.0047
2274.   Hearst  48  0.0047
2275.   considering 47  0.0046
2276.   BONDS   47  0.0046
2277.   denied  47  0.0046
2278.   bills   47  0.0046
2279.   employment  47  0.0046
2280.   Cook    47  0.0046
2281.   grant   47  0.0046
2282.   FEARS   47  0.0046
2283.   Cuba    47  0.0046
2284.   sold    47  0.0046
2285.   thousands   47  0.0046
2286.   engaged 47  0.0046
2287.   provision   47  0.0046
2288.   purchase    47  0.0046
2289.   safety  47  0.0046
2290.   honest  47  0.0046
2291.   representative  47  0.0046
2292.   deny    47  0.0046
2293.   Northern    47  0.0046
2294.   MOSCOW  47  0.0046
2295.   expenses    47  0.0046
2296.   expansion   47  0.0046
2297.   testimony   47  0.0046
2298.   prior   47  0.0046
2299.   blind   47  0.0046
2300.   luck    47  0.0046
2301.   lights  47  0.0046
2302.   remarkable  47  0.0046
2303.   surely  47  0.0046
2304.   humor   47  0.0046
2305.   Opera   47  0.0046
2306.   Italian 47  0.0046
2307.   singing 47  0.0046
2308.   mail    47  0.0046
2309.   Everywhere  47  0.0046
2310.   vacation    47  0.0046
2311.   Models  47  0.0046
2312.   boards  47  0.0046
2313.   supplies    47  0.0046
2314.   stairs  47  0.0046
2315.   ring    47  0.0046
2316.   concentration   47  0.0046
2317.   Congregation    47  0.0046
2318.   rolled  47  0.0046
2319.   unknown 47  0.0046
2320.   movements   47  0.0046
2321.   wearing 47  0.0046
2322.   aspect  47  0.0046
2323.   numerous    47  0.0046
2324.   instrument  47  0.0046
2325.   mere    47  0.0046
2326.   essentially 47  0.0046
2327.   soul    47  0.0046
2328.   periods 47  0.0046
2329.   patterns    47  0.0046
2330.   odd 47  0.0046
2331.   Lincoln 47  0.0046
2332.   skin    47  0.0046
2333.   Superior    46  0.0045
2334.   relative    46  0.0045
2335.   recommended 46  0.0045
2336.   legislation 46  0.0045
2337.   Georgia 46  0.0045
2338.   bond    46  0.0045
2339.   violence    46  0.0045
2340.   insurance   46  0.0045
2341.   opposition  46  0.0045
2342.   creation    46  0.0045
2343.   loan    46  0.0045
2344.   dollar  46  0.0045
2345.   difficulties    46  0.0045
2346.   atomic  46  0.0045
2347.   sheet   46  0.0045
2348.   encourage   46  0.0045
2349.   losses  46  0.0045
2350.   trend   46  0.0045
2351.   weakness    46  0.0045
2352.   wave    46  0.0045
2353.   identified  46  0.0045
2354.   native  46  0.0045
2355.   Avenue  46  0.0045
2356.   decade  46  0.0045
2357.   curious 46  0.0045
2358.   anyway  46  0.0045
2359.   engineering 46  0.0045
2360.   pm  46  0.0045
2361.   threw   46  0.0045
2362.   flight  46  0.0045
2363.   dangerous   46  0.0045
2364.   award   46  0.0045
2365.   ain't   46  0.0045
2366.   Wright  46  0.0045
2367.   panels  46  0.0045
2368.   seriously   46  0.0045
2369.   liberty 46  0.0045
2370.   shares  46  0.0045
2371.   conscious   46  0.0045
2372.   Salt    46  0.0045
2373.   author  46  0.0045
2374.   Chamber 46  0.0045
2375.   centuries   46  0.0045
2376.   equivalent  46  0.0045
2377.   electrical  46  0.0045
2378.   fought  46  0.0045
2379.   pocket  46  0.0045
2380.   fiction 46  0.0045
2381.   doctrine    46  0.0045
2382.   precision   46  0.0045
2383.   artery  46  0.0045
2384.   shut    46  0.0045
2385.   offices 45  0.0044
2386.   promised    45  0.0044
2387.   promise 45  0.0044
2388.   residential 45  0.0044
2389.   adopted 45  0.0044
2390.   taxes   45  0.0044
2391.   load    45  0.0044
2392.   depend  45  0.0044
2393.   sum 45  0.0044
2394.   Africa  45  0.0044
2395.   impression  45  0.0044
2396.   feels   45  0.0044
2397.   referred    45  0.0044
2398.   Edward  45  0.0044
2399.   Calling 45  0.0044
2400.   Pennsylvania    45  0.0044
2401.   valuable    45  0.0044
2402.   Alexander   45  0.0044
2403.   Steel   45  0.0044
2404.   charges 45  0.0044
2405.   containing  45  0.0044
2406.   target  45  0.0044
2407.   includes    45  0.0044
2408.   interference    45  0.0044
2409.   TV  45  0.0044
2410.   mounted 45  0.0044
2411.   Cup 45  0.0044
2412.   intended    45  0.0044
2413.   Brain   45  0.0044
2414.   qualities   45  0.0044
2415.   offers  45  0.0044
2416.   February    45  0.0044
2417.   riding  45  0.0044
2418.   Lucy    45  0.0044
2419.   percentage  45  0.0044
2420.   contain 45  0.0044
2421.   Adams   45  0.0044
2422.   expenditures    45  0.0044
2423.   meat    45  0.0044
2424.   Watson  45  0.0044
2425.   ELSEWHERE   45  0.0044
2426.   prime   45  0.0044
2427.   Ballet  45  0.0044
2428.   cast    45  0.0044
2429.   approached  45  0.0044
2430.   angry   45  0.0044
2431.   universal   45  0.0044
2432.   terrible    45  0.0044
2433.   medium  45  0.0044
2434.   diameter    45  0.0044
2435.   discovery   45  0.0044
2436.   ice 45  0.0044
2437.   curve   45  0.0044
2438.   mold    45  0.0044
2439.   burden  44  0.0043
2440.   listed  44  0.0043
2441.   warning 44  0.0043
2442.   considerably    44  0.0043
2443.   mostly  44  0.0043
2444.   amounts 44  0.0043
2445.   admitted    44  0.0043
2446.   errors  44  0.0043
2447.   wisdom  44  0.0043
2448.   opinions    44  0.0043
2449.   Asia    44  0.0043
2450.   continuous  44  0.0043
2451.   seeking 44  0.0043
2452.   origin  44  0.0043
2453.   Acres   44  0.0043
2454.   changing    44  0.0043
2455.   confusion   44  0.0043
2456.   Orleans 44  0.0043
2457.   hundreds    44  0.0043
2458.   developments    44  0.0043
2459.   enjoy   44  0.0043
2460.   fired   44  0.0043
2461.   younger 44  0.0043
2462.   Helping 44  0.0043
2463.   POUNDS  44  0.0043
2464.   nearby  44  0.0043
2465.   accomplished    44  0.0043
2466.   lies    44  0.0043
2467.   suffering   44  0.0043
2468.   em  44  0.0043
2469.   Lovely  44  0.0043
2470.   snake   44  0.0043
2471.   fun 44  0.0043
2472.   sale    44  0.0043
2473.   driven  44  0.0043
2474.   spirits 44  0.0043
2475.   ships   44  0.0043
2476.   agent   44  0.0043
2477.   collected   44  0.0043
2478.   extensive   44  0.0043
2479.   path    44  0.0043
2480.   climbed 44  0.0043
2481.   pilot   44  0.0043
2482.   shoes   44  0.0043
2483.   mobile  44  0.0043
2484.   tables  44  0.0043
2485.   expensive   44  0.0043
2486.   Adam    44  0.0043
2487.   arranged    44  0.0043
2488.   volumes 44  0.0043
2489.   answers 44  0.0043
2490.   confused    44  0.0043
2491.   contribute  44  0.0043
2492.   Recognition 44  0.0043
2493.   brush   44  0.0043
2494.   Manchester  44  0.0043
2495.   Hans    44  0.0043
2496.   slaves  44  0.0043
2497.   washing 44  0.0043
2498.   oxygen  44  0.0043
2499.   thickness   44  0.0043
2500.   Mama    44  0.0043
2501.   believes    43  0.0042
2502.   mental  43  0.0042
2503.   liquor  43  0.0042
2504.   republic    43  0.0042
2505.   lawyer  43  0.0042
2506.   year's  43  0.0042
2507.   insisted    43  0.0042
2508.   Technology  43  0.0042
2509.   bureau  43  0.0042
2510.   route   43  0.0042
2511.   explanation 43  0.0042
2512.   dealing 43  0.0042
2513.   rapid   43  0.0042
2514.   salary  43  0.0042
2515.   saved   43  0.0042
2516.   transportation  43  0.0042
2517.   reader  43  0.0042
2518.   External    43  0.0042
2519.   pace    43  0.0042
2520.   recorded    43  0.0042
2521.   iron    43  0.0042
2522.   suffered    43  0.0042
2523.   flying  43  0.0042
2524.   dirt    43  0.0042
2525.   year-old    43  0.0042
2526.   yard    43  0.0042
2527.   switch  43  0.0042
2528.   concerns    43  0.0042
2529.   separated   43  0.0042
2530.   tour    43  0.0042
2531.   dancing 43  0.0042
2532.   comfort 43  0.0042
2533.   Brothers    43  0.0042
2534.   consists    43  0.0042
2535.   warfare 43  0.0042
2536.   investment  43  0.0042
2537.   coat    43  0.0042
2538.   raw 43  0.0042
2539.   occur   43  0.0042
2540.   reaching    43  0.0042
2541.   grown   43  0.0042
2542.   marketing   43  0.0042
2543.   resulting   43  0.0042
2544.   tend    43  0.0042
2545.   drama   43  0.0042
2546.   heads   43  0.0042
2547.   identification  43  0.0042
2548.   ie  43  0.0042
2549.   lifted  43  0.0042
2550.   CATCH   43  0.0042
2551.   Mountains   43  0.0042
2552.   recreation  43  0.0042
2553.   heaven  43  0.0042
2554.   readily 43  0.0042
2555.   porch   43  0.0042
2556.   cloth   43  0.0042
2557.   darkness    43  0.0042
2558.   Whenever    43  0.0042
2559.   emotions    43  0.0042
2560.   environment 43  0.0042
2561.   appointed   42  0.0041
2562.   prison  42  0.0041
2563.   obtain  42  0.0041
2564.   urban   42  0.0041
2565.   smooth  42  0.0041
2566.   holds   42  0.0041
2567.   excess  42  0.0041
2568.   waters  42  0.0041
2569.   reply   42  0.0041
2570.   unlike  42  0.0041
2571.   reduction   42  0.0041
2572.   comment 42  0.0041
2573.   replaced    42  0.0041
2574.   nineteenth  42  0.0041
2575.   ease    42  0.0041
2576.   throw   42  0.0041
2577.   threat  42  0.0041
2578.   demanded    42  0.0041
2579.   lots    42  0.0041
2580.   crossed 42  0.0041
2581.   wire    42  0.0041
2582.   muscle  42  0.0041
2583.   o'clock 42  0.0041
2584.   anybody 42  0.0041
2585.   GOLDEN  42  0.0041
2586.   Hardy   42  0.0041
2587.   Anne    42  0.0041
2588.   wages   42  0.0041
2589.   hate    42  0.0041
2590.   increasingly    42  0.0041
2591.   bag 42  0.0041
2592.   bound   42  0.0041
2593.   express 42  0.0041
2594.   regional    42  0.0041
2595.   pride   42  0.0041
2596.   engineer    42  0.0041
2597.   sufficiently    42  0.0041
2598.   distinguished   42  0.0041
2599.   reflected   42  0.0041
2600.   reactions   42  0.0041
2601.   varying 42  0.0041
2602.   varied  42  0.0041
2603.   weapon  42  0.0041
2604.   Journal 42  0.0041
2605.   touched 42  0.0041
2606.   guns    42  0.0041
2607.   exists  42  0.0041
2608.   editorial   42  0.0041
2609.   seeds   42  0.0041
2610.   possibilities   42  0.0041
2611.   civilization    42  0.0041
2612.   distinct    42  0.0041
2613.   particles   42  0.0041
2614.   Skill   42  0.0041
2615.   fed 42  0.0041
2616.   Rachel  42  0.0041
2617.   anxiety 42  0.0041
2618.   Linda   42  0.0041
2619.   opposed 41  0.0040
2620.   customers   41  0.0040
2621.   proposal    41  0.0040
2622.   storage 41  0.0040
2623.   representatives 41  0.0040
2624.   teach   41  0.0040
2625.   societies   41  0.0040
2626.   constantly  41  0.0040
2627.   neighbors   41  0.0040
2628.   removal 41  0.0040
2629.   communities 41  0.0040
2630.   vice    41  0.0040
2631.   sell    41  0.0040
2632.   Democrats   41  0.0040
2633.   visited 41  0.0040
2634.   writes  41  0.0040
2635.   rough   41  0.0040
2636.   steady  41  0.0040
2637.   spending    41  0.0040
2638.   Illinois    41  0.0040
2639.   distinction 41  0.0040
2640.   FRANCISCO   41  0.0040
2641.   Carl    41  0.0040
2642.   arc 41  0.0040
2643.   comparable  41  0.0040
2644.   rare    41  0.0040
2645.   continues   41  0.0040
2646.   favorite    41  0.0040
2647.   sake    41  0.0040
2648.   display 41  0.0040
2649.   Queen   41  0.0040
2650.   downtown    41  0.0040
2651.   restaurant  41  0.0040
2652.   pleased 41  0.0040
2653.   institution 41  0.0040
2654.   assumption  41  0.0040
2655.   seed    41  0.0040
2656.   bread   41  0.0040
2657.   match   41  0.0040
2658.   musicians   41  0.0040
2659.   remaining   41  0.0040
2660.   Pike    41  0.0040
2661.   shift   41  0.0040
2662.   participation   41  0.0040
2663.   virtually   41  0.0040
2664.   stepped 41  0.0040
2665.   limits  41  0.0040
2666.   funny   41  0.0040
2667.   smoke   41  0.0040
2668.   involves    41  0.0040
2669.   rarely  41  0.0040
2670.   atoms   41  0.0040
2671.   whereas 41  0.0040
2672.   describe    41  0.0040
2673.   cooling 41  0.0040
2674.   tissue  41  0.0040
2675.   Henrietta   41  0.0040
2676.   Kate    41  0.0040
2677.   combined    40  0.0039
2678.   exception   40  0.0039
2679.   Regarding   40  0.0039
2680.   Highway 40  0.0039
2681.   approved    40  0.0039
2682.   personally  40  0.0039
2683.   composed    40  0.0039
2684.   senator 40  0.0039
2685.   legislative 40  0.0039
2686.   dependent   40  0.0039
2687.   afford  40  0.0039
2688.   Atlantic    40  0.0039
2689.   Dean    40  0.0039
2690.   happens 40  0.0039
2691.   Walter  40  0.0039
2692.   languages   40  0.0039
2693.   goals   40  0.0039
2694.   decide  40  0.0039
2695.   notion  40  0.0039
2696.   laboratory  40  0.0039
2697.   PROOF   40  0.0039
2698.   existed 40  0.0039
2699.   Bob 40  0.0039
2700.   Self    40  0.0039
2701.   Grace   40  0.0039
2702.   missed  40  0.0039
2703.   prominent   40  0.0039
2704.   code    40  0.0039
2705.   thoroughly  40  0.0039
2706.   shared  40  0.0039
2707.   talent  40  0.0039
2708.   studying    40  0.0039
2709.   Handsome    40  0.0039
2710.   automatic   40  0.0039
2711.   burned  40  0.0039
2712.   permanent   40  0.0039
2713.   observations    40  0.0039
2714.   drawing 40  0.0039
2715.   Winston 40  0.0039
2716.   desegregation   40  0.0039
2717.   guidance    40  0.0039
2718.   today's 40  0.0039
2719.   improvement 40  0.0039
2720.   Treasury    40  0.0039
2721.   presumably  40  0.0039
2722.   bars    40  0.0039
2723.   brings  40  0.0039
2724.   Papa    40  0.0039
2725.   indicates   40  0.0039
2726.   discover    40  0.0039
2727.   painted 40  0.0039
2728.   intense 40  0.0039
2729.   tool    40  0.0039
2730.   necessity   40  0.0039
2731.   eleven  40  0.0039
2732.   shouted 40  0.0039
2733.   focus   40  0.0039
2734.   finger  40  0.0039
2735.   conscience  40  0.0039
2736.   criticism   40  0.0039
2737.   psychological   40  0.0039
2738.   thrown  40  0.0039
2739.   glance  40  0.0039
2740.   regions 40  0.0039
2741.   stranger    40  0.0039
2742.   joy 40  0.0039
2743.   Pope    40  0.0039
2744.   visual  40  0.0039
2745.   parallel    40  0.0039
2746.   shear   40  0.0039
2747.   rode    40  0.0039
2748.   Legislature 39  0.0038
2749.   candidates  39  0.0038
2750.   authorities 39  0.0038
2751.   estimate    39  0.0038
2752.   Lawrence    39  0.0038
2753.   acts    39  0.0038
2754.   improve 39  0.0038
2755.   Ill 39  0.0038
2756.   Rayburn 39  0.0038
2757.   Cooperation 39  0.0038
2758.   Communists  39  0.0038
2759.   neutral 39  0.0038
2760.   determination   39  0.0038
2761.   deeply  39  0.0038
2762.   assured 39  0.0038
2763.   attractive  39  0.0038
2764.   transfer    39  0.0038
2765.   represents  39  0.0038
2766.   newspapers  39  0.0038
2767.   colleges    39  0.0038
2768.   joint   39  0.0038
2769.   Mississippi 39  0.0038
2770.   severe  39  0.0038
2771.   introduction    39  0.0038
2772.   emergency   39  0.0038
2773.   striking    39  0.0038
2774.   trials  39  0.0038
2775.   gained  39  0.0038
2776.   contributed 39  0.0038
2777.   mad 39  0.0038
2778.   magazine    39  0.0038
2779.   forever 39  0.0038
2780.   mystery 39  0.0038
2781.   selection   39  0.0038
2782.   anywhere    39  0.0038
2783.   furniture   39  0.0038
2784.   agents  39  0.0038
2785.   derived 39  0.0038
2786.   revealed    39  0.0038
2787.   provisions  39  0.0038
2788.   guest   39  0.0038
2789.   allotment   39  0.0038
2790.   satisfactory    39  0.0038
2791.   controlled  39  0.0038
2792.   finish  39  0.0038
2793.   maturity    39  0.0038
2794.   concert 39  0.0038
2795.   comedy  39  0.0038
2796.   stick   39  0.0038
2797.   Sleeping    39  0.0038
2798.   listening   39  0.0038
2799.   soldier 39  0.0038
2800.   holes   39  0.0038
2801.   Holmes  39  0.0038
2802.   long-range  39  0.0038
2803.   recall  39  0.0038
2804.   mankind 39  0.0038
2805.   destroyed   39  0.0038
2806.   hydrogen    39  0.0038
2807.   Furthermore 39  0.0038
2808.   objectives  39  0.0038
2809.   defined 39  0.0038
2810.   handling    38  0.0037
2811.   Mayor   38  0.0037
2812.   specifically    38  0.0037
2813.   scheduled   38  0.0037
2814.   accounts    38  0.0037
2815.   districts   38  0.0037
2816.   serving 38  0.0037
2817.   leaned  38  0.0037
2818.   experimental    38  0.0037
2819.   tonight 38  0.0037
2820.   track   38  0.0037
2821.   Simultaneously  38  0.0037
2822.   handed  38  0.0037
2823.   copy    38  0.0037
2824.   glad    38  0.0037
2825.   Thompson    38  0.0037
2826.   Paul    38  0.0037
2827.   sharply 38  0.0037
2828.   experts 38  0.0037
2829.   reception   38  0.0037
2830.   Temple  38  0.0037
2831.   fifth   38  0.0037
2832.   Robinson    38  0.0037
2833.   Ohio    38  0.0037
2834.   Cotton  38  0.0037
2835.   attempts    38  0.0037
2836.   sudden  38  0.0037
2837.   bringing    38  0.0037
2838.   sister  38  0.0037
2839.   Foundation  38  0.0037
2840.   ears    38  0.0037
2841.   Japan   38  0.0037
2842.   Palace  38  0.0037
2843.   arrangements    38  0.0037
2844.   corresponding   38  0.0037
2845.   definition  38  0.0037
2846.   processing  38  0.0037
2847.   turns   38  0.0037
2848.   father's    38  0.0037
2849.   Random  38  0.0037
2850.   piano   38  0.0037
2851.   relationships   38  0.0037
2852.   knees   38  0.0037
2853.   briefly 38  0.0037
2854.   pressures   38  0.0037
2855.   represent   38  0.0037
2856.   agricultural    38  0.0037
2857.   INSTANT 38  0.0037
2858.   pleasant    38  0.0037
2859.   inevitably  38  0.0037
2860.   Regardless  38  0.0037
2861.   God's   38  0.0037
2862.   voices  38  0.0037
2863.   THYROID 38  0.0037
2864.   destruction 38  0.0037
2865.   Pont    38  0.0037
2866.   sacred  38  0.0037
2867.   clouds  38  0.0037
2868.   Forgotten   38  0.0037
2869.   contains    38  0.0037
2870.   primitive   38  0.0037
2871.   organic 38  0.0037
2872.   haven't 38  0.0037
2873.   axis    38  0.0037
2874.   onset   38  0.0037
2875.   thanks  37  0.0036
2876.   banks   37  0.0036
2877.   effectively 37  0.0036
2878.   skills  37  0.0036
2879.   strongly    37  0.0036
2880.   MOOD    37  0.0036
2881.   tremendous  37  0.0036
2882.   core    37  0.0036
2883.   deeper  37  0.0036
2884.   state's 37  0.0036
2885.   assure  37  0.0036
2886.   authorized  37  0.0036
2887.   fail    37  0.0036
2888.   definite    37  0.0036
2889.   Navy    37  0.0036
2890.   reserve 37  0.0036
2891.   edges   37  0.0036
2892.   owners  37  0.0036
2893.   feature 37  0.0036
2894.   peoples 37  0.0036
2895.   stronger    37  0.0036
2896.   signed  37  0.0036
2897.   delivered   37  0.0036
2898.   resulted    37  0.0036
2899.   Roy 37  0.0036
2900.   outstanding 37  0.0036
2901.   formation   37  0.0036
2902.   Illustrated 37  0.0036
2903.   Contribution    37  0.0036
2904.   push    37  0.0036
2905.   supper  37  0.0036
2906.   Gate    37  0.0036
2907.   magic   37  0.0036
2908.   swimming    37  0.0036
2909.   ladies  37  0.0036
2910.   chose   37  0.0036
2911.   consumer    37  0.0036
2912.   Harbor  37  0.0036
2913.   innocent    37  0.0036
2914.   atom    37  0.0036
2915.   release 37  0.0036
2916.   spoken  37  0.0036
2917.   PLOT    37  0.0036
2918.   survey  37  0.0036
2919.   Wash    37  0.0036
2920.   profession  37  0.0036
2921.   male    37  0.0036
2922.   farmers 37  0.0036
2923.   cleaning    37  0.0036
2924.   accompanied 37  0.0036
2925.   belong  37  0.0036
2926.   colonel 37  0.0036
2927.   serves  37  0.0036
2928.   CHICKEN 37  0.0036
2929.   fool    37  0.0036
2930.   edition 37  0.0036
2931.   noise   37  0.0036
2932.   drunk   37  0.0036
2933.   Hurt    37  0.0036
2934.   illusion    37  0.0036
2935.   occasional  37  0.0036
2936.   comfortable 37  0.0036
2937.   enormous    37  0.0036
2938.   admit   37  0.0036
2939.   stomach 37  0.0036
2940.   readers 37  0.0036
2941.   distant 37  0.0036
2942.   aim 37  0.0036
2943.   paint   37  0.0036
2944.   foam    37  0.0036
2945.   constructed 37  0.0036
2946.   blocks  37  0.0036
2947.   devices 37  0.0036
2948.   tested  37  0.0036
2949.   mixed   37  0.0036
2950.   species 37  0.0036
2951.   images  37  0.0036
2952.   questionnaire   37  0.0036
2953.   mg  37  0.0036
2954.   staining    37  0.0036
2955.   attended    36  0.0035
2956.   assistant   36  0.0035
2957.   Jackson 36  0.0035
2958.   automatically   36  0.0035
2959.   license 36  0.0035
2960.   printed 36  0.0035
2961.   Wise    36  0.0035
2962.   football    36  0.0035
2963.   EXTENSION   36  0.0035
2964.   visiting    36  0.0035
2965.   nation's    36  0.0035
2966.   scholarship 36  0.0035
2967.   moves   36  0.0035
2968.   affected    36  0.0035
2969.   intention   36  0.0035
2970.   challenge   36  0.0035
2971.   SEES    36  0.0035
2972.   Jim 36  0.0035
2973.   filling 36  0.0035
2974.   guide   36  0.0035
2975.   normally    36  0.0035
2976.   probability 36  0.0035
2977.   cash    36  0.0035
2978.   Industries  36  0.0035
2979.   schedule    36  0.0035
2980.   bomb    36  0.0035
2981.   multiple    36  0.0035
2982.   lying   36  0.0035
2983.   satisfied   36  0.0035
2984.   doors   36  0.0035
2985.   MEETS   36  0.0035
2986.   error   36  0.0035
2987.   tough   36  0.0035
2988.   Maris   36  0.0035
2989.   Cards   36  0.0035
2990.   thank   36  0.0035
2991.   Peter   36  0.0035
2992.   wear    36  0.0035
2993.   Baker   36  0.0035
2994.   Fellowship  36  0.0035
2995.   paintings   36  0.0035
2996.   Susan   36  0.0035
2997.   mother's    36  0.0035
2998.   supplied    36  0.0035
2999.   camera  36  0.0035
3000.   sympathy    36  0.0035
3001.   crew    36  0.0035
3002.   equipped    36  0.0035
3003.   managed 36  0.0035
3004.   kinds   36  0.0035
3005.   occupied    36  0.0035
3006.   outlook 36  0.0035
3007.   aren't  36  0.0035
3008.   classic 36  0.0035
